Label	timestamp	ball_x	ball_y	confidence	ball_vx	ball_vy	f1_x	f1_y	f1_vx	f1_vy	f2_x	f2_y	f2_vx	f2_vy	f3_x	f3_y	f3_vx	f3_vy	f4_x	f4_y	f4_vx	f4_vy	f5_x	f5_y	f5_vx	f5_vy	f6_x	f6_y	f6_vx	f6_vy	e1_x	e1_y	e1_vx	e1_vy	e2_x	e2_y	e2_vx	e2_vy	e3_x	e3_y	e3_vx	e3_vy	e4_x	e4_y	e4_vx	e4_vy	e5_x	e5_y	e5_vx	e5_vy	e6_x	e6_y	e6_vx	e6_vy
Vision	0.007511387	-3.21531	2.54383	0.991586	X	X
Vision	0.023813209	-3.21848	2.55058	0.995012	X	X
Vision	0.040071126	-3.21938	2.54775	0.995012	X	X
Vision	0.056590609	-3.21842	2.54952	0.996805	X	X
Vision	0.072598889	-3.21667	2.5496	0.995958	X	X
Vision	0.089002156	-3.21663	2.54578	0.995012	X	X
Vision	0.105108816	-3.21654	2.54738	0.995958	X	X
Vision	0.121235607	-3.21651	2.54682	0.995958	X	X
Vision	0.137629200	-3.2161	2.54574	0.995012	X	X
Vision	0.153874392	-3.21755	2.54746	0.995958	X	X
Vision	0.170402849	-3.21818	2.54929	0.997553	X	X
Vision	0.186558811	-3.21651	2.54682	0.995958	X	X
Vision	0.202714268	-3.218	2.55054	0.996805	X	X
Vision	0.219118875	-3.21692	2.54834	0.996805	X	X
Vision	0.235323992	-3.21818	2.54929	0.997553	X	X
Vision	0.251368400	-3.21679	2.54869	0.995012	X	X
Vision	0.283839526	-3.21634	2.54704	0.993968	X	X
Vision	0.300243104	-3.21651	2.54682	0.995958	X	X
Vision	0.316311146	-3.21664	2.54904	0.995958	X	X
Vision	0.332487334	-3.21692	2.54834	0.996805	X	X
Vision	0.348883688	-3.21578	2.54699	0.993968	X	X
Vision	0.364999334	-3.21848	2.55058	0.998202	X	X
Vision	0.381242708	-3.21818	2.54929	0.997553	X	X
Vision	0.397578375	-3.21775	2.54976	0.997553	X	X
Vision	0.430145141	-3.21651	2.54682	0.995958	X	X
Vision	0.446318366	-3.21818	2.54929	0.997553	X	X
Vision	0.462623951	-3.21832	2.55182	0.997553	X	X
Vision	0.478694191	-3.21623	2.54807	0.995012	X	X
Vision	0.495110194	-3.21818	2.54929	0.997553	X	X
Vision	0.511741627	-3.21651	2.54682	0.995958	X	X
