Label	timestamp	ball_x	ball_y	confidence	ball_vx	ball_vy	f1_x	f1_y	f1_vx	f1_vy	f2_x	f2_y	f2_vx	f2_vy	f3_x	f3_y	f3_vx	f3_vy	f4_x	f4_y	f4_vx	f4_vy	f5_x	f5_y	f5_vx	f5_vy	f6_x	f6_y	f6_vx	f6_vy	e1_x	e1_y	e1_vx	e1_vy	e2_x	e2_y	e2_vx	e2_vy	e3_x	e3_y	e3_vx	e3_vy	e4_x	e4_y	e4_vx	e4_vy	e5_x	e5_y	e5_vx	e5_vy	e6_x	e6_y	e6_vx	e6_vy
Vision	0.006784850	-1.30204	2.14936	0.996805	X	X
Vision	0.023415999	-1.30282	2.1481	0.993968	X	X
Vision	0.039472833	-1.30209	2.14413	0.997553	X	X
Vision	0.055940698	-1.30223	2.14536	0.996805	X	X
Vision	0.072110183	-1.30263	2.14655	0.995012	X	X
Vision	0.088151572	-1.30395	2.13993	0.995012	X	X
Vision	0.104413647	-1.30379	2.14322	0.995012	X	X
Vision	0.136907046	-1.30233	2.14776	0.995958	X	X
Vision	0.153272828	-1.30082	2.14937	0.995958	X	X
Vision	0.185768647	-1.30157	2.14768	0.995012	X	X
Vision	0.218178721	-1.30286	2.1467	0.995958	X	X
Vision	0.235062940	-1.30215	2.14601	0.995012	X	X
Vision	0.251096691	-1.30157	2.14768	0.995012	X	X
Vision	0.267471551	-1.30144	2.14622	0.995958	X	X
Vision	0.331972125	-1.30082	2.14937	0.995958	X	X
Vision	0.348251911	-1.30082	2.14937	0.995958	X	X
Vision	0.380751556	-1.30151	2.14701	0.997553	X	X
Vision	0.413214667	-1.30408	2.14721	0.991586	X	X
Vision	0.429543884	-1.30082	2.14937	0.995958	X	X
Vision	0.462769098	-1.30139	2.14149	0.991586	X	X
Vision	0.478387660	-1.30151	2.14701	0.997553	X	X
Vision	0.494535692	-1.30144	2.14622	0.995958	X	X
Vision	0.510766825	-1.30157	2.14768	0.995012	X	X
Vision	0.543394039	-1.30133	2.15083	0.997553	X	X
Vision	0.559652536	-1.30223	2.14536	0.996805	X	X
Vision	0.582820262	-1.30187	2.14582	0.993968	X	X
Vision	0.592037067	-1.30379	2.14322	0.995012	X	X
Vision	0.624577557	-1.30259	2.1474	0.992826	X	X
Vision	0.641093198	-1.30209	2.14413	0.997553	X	X
Vision	0.657082130	-1.30011	2.15141	0.996805	X	X
Vision	0.673541634	-1.30082	2.14937	0.995958	X	X
Vision	0.689668503	-1.30269	2.14535	0.996805	X	X
Vision	0.722108237	-1.30141	2.15097	0.995012	X	X
Vision	0.738561329	-1.30421	2.14113	0.993968	X	X
Vision	0.754561568	-1.30207	2.14766	0.995012	X	X
Vision	0.770786982	-1.30321	2.14488	0.995012	X	X
Vision	0.803468064	-1.30141	2.15097	0.995012	X	X
Vision	0.852149875	-1.30073	2.1479	0.996805	X	X
Vision	0.868636323	-1.30073	2.1479	0.996805	X	X
Vision	0.884794381	-1.30237	2.14237	0.996805	X	X
Vision	0.901110481	-1.29984	2.14744	0.996805	X	X
Vision	0.917301764	-1.30144	2.14622	0.995958	X	X
Vision	0.933508274	-1.30302	2.14708	0.998202	X	X
Vision	0.950023249	-1.30253	2.14358	0.995958	X	X
Vision	0.966097601	-1.2996	2.14665	0.995012	X	X
Vision	0.982268828	-1.30286	2.1467	0.995958	X	X
Vision	0.998581292	-1.30259	2.1474	0.992826	X	X
Vision	1.014844544	-1.30073	2.1479	0.996805	X	X
Vision	1.031169202	-1.30157	2.14768	0.995012	X	X
Vision	1.047149394	-1.30144	2.14622	0.995958	X	X
Vision	1.063522532	-1.30083	2.14591	0.996805	X	X
Vision	1.096227669	-1.30223	2.14536	0.996805	X	X
Vision	1.112558063	-1.30209	2.14413	0.997553	X	X
Vision	1.128772543	-1.30379	2.14322	0.995012	X	X
Vision	1.145077458	-1.30082	2.14937	0.995958	X	X
Vision	1.177296622	-1.30379	2.14322	0.995012	X	X
Vision	1.258446834	-1.30209	2.14413	0.997553	X	X
Vision	1.274618651	-1.30301	2.14405	0.993968	X	X
Vision	1.290949658	-1.29982	2.14416	0.993968	X	X
Vision	1.307471020	-1.30253	2.14358	0.995958	X	X
Vision	1.323660904	-1.30223	2.14536	0.996805	X	X
Vision	1.339991643	-1.30141	2.14576	0.998202	X	X
Vision	1.372427221	-1.30157	2.14768	0.995012	X	X
Vision	1.388480711	-1.30151	2.14701	0.997553	X	X
Vision	1.404684066	-1.30208	2.14836	0.996805	X	X
Vision	1.421011673	-1.30141	2.14576	0.998202	X	X
Vision	1.469653439	-1.30367	2.14335	0.991586	X	X
Vision	1.486160347	-1.30123	2.14942	0.998202	X	X
Vision	1.502189628	-1.30082	2.14937	0.995958	X	X
Vision	1.518392853	-1.30172	2.14438	0.995012	X	X
Vision	1.551400406	-1.30269	2.14535	0.996805	X	X
Vision	1.591132299	-1.30082	2.14937	0.995958	X	X
Vision	1.599840822	-1.30106	2.14769	0.995012	X	X
Vision	1.615981047	-1.30342	2.14852	0.991586	X	X
Vision	1.632247779	-1.30215	2.14601	0.995012	X	X
Vision	1.648386663	-1.30144	2.14622	0.995958	X	X
Vision	1.664795095	-1.30356	2.14198	0.995958	X	X
Vision	1.697120346	-1.30356	2.14198	0.995958	X	X
Vision	1.713481631	-1.29913	2.14764	0.993968	X	X
Vision	1.729823479	-1.30223	2.14536	0.996805	X	X
