Label	timestamp	ball_x	ball_y	confidence	ball_vx	ball_vy	f1_x	f1_y	f1_vx	f1_vy	f2_x	f2_y	f2_vx	f2_vy	f3_x	f3_y	f3_vx	f3_vy	f4_x	f4_y	f4_vx	f4_vy	f5_x	f5_y	f5_vx	f5_vy	f6_x	f6_y	f6_vx	f6_vy	e1_x	e1_y	e1_vx	e1_vy	e2_x	e2_y	e2_vx	e2_vy	e3_x	e3_y	e3_vx	e3_vy	e4_x	e4_y	e4_vx	e4_vy	e5_x	e5_y	e5_vx	e5_vy	e6_x	e6_y	e6_vx	e6_vy
Vision	0.012115955	2.87708	-0.436607	0.998202	X	X
Vision	0.012466483	1.10069	-1.71012	0.99955	X	X
Vision	0.028315511	2.88441	-0.430892	1	X	X
Vision	0.028620031	1.15314	-1.74717	1	X	X
Vision	0.044812297	2.87038	-0.421024	1	X	X
Vision	0.044924469	1.13636	-1.7662	1	X	X
Vision	0.060711632	3.18157	0.434196	0.995012	X	X
Vision	0.060988599	-4.45862	-2.40801	1	X	X
Vision	0.076869789	3.12379	0.444973	0.998202	X	X
Vision	0.088324825	1.22366	-1.74861	1	X	X
Vision	0.094368933	1.21061	-1.72176	1	X	X
Vision	0.094831407	3.10483	0.456191	0.9998	X	X
Vision	0.109548131	2.87102	-0.433176	0.998202	X	X
Vision	0.109862952	-4.44847	-2.22135	0.9998	X	X
Vision	0.125582557	2.22253	1.7267	0.9998	X	X
Vision	0.126147279	1.26101	-1.68767	1	X	X
Vision	0.141994095	2.89332	-0.453065	0.998202	X	X
Vision	0.142702516	1.11068	-1.75655	1	X	X
Vision	0.158367967	3.11587	0.450401	0.996805	X	X
Vision	0.158856355	-4.52236	-2.29137	0.995012	X	X
Vision	0.174556751	2.86406	-0.419975	1	X	X
Vision	0.174732226	1.12446	-1.70623	0.99955	X	X
Vision	0.190856973	2.86943	-0.420314	1	X	X
Vision	0.191326914	1.18302	-1.72041	0.998202	X	X
Vision	0.206998493	2.85108	-0.411211	0.992826	X	X
Vision	0.207181985	1.2039	-1.69764	1	X	X
Vision	0.223254486	2.8746	-0.418765	0.9998	X	X
Vision	0.223455466	-4.52696	-2.36483	1	X	X
Vision	0.239437356	2.86162	-0.422338	1	X	X
Vision	0.239607488	1.29185	-1.80386	1	X	X
Vision	0.255658302	2.87708	-0.427637	1	X	X
Vision	0.255805464	-4.49586	-2.37784	0.992826	X	X
Vision	0.272403581	3.15198	0.440314	0.9992	X	X
Vision	0.272677339	1.29144	-1.77633	0.998202	X	X
Vision	0.288835162	2.88614	-0.449387	0.9998	X	X
Vision	0.289152428	1.2052	-1.73157	1	X	X
Vision	0.304793261	2.88311	-0.437545	1	X	X
Vision	0.305138697	-4.50197	-2.26983	1	X	X
Vision	0.321184073	1.12043	-1.84752	1	X	X
Vision	0.321195899	3.15793	0.440141	0.9998	X	X
Vision	0.337614691	-4.47431	-2.2358	1	X	X
Vision	0.337624186	3.13981	0.445072	1	X	X
Vision	0.353528250	2.86559	-0.429087	0.997553	X	X
Vision	0.353688643	1.10712	-1.74662	0.998751	X	X
Vision	0.369816102	3.18176	0.433606	0.992826	X	X
Vision	0.369839971	1.21117	-1.72628	0.9992	X	X
Vision	0.386081480	2.87348	-0.432057	0.995958	X	X
Vision	0.386095438	1.30254	-1.8423	0.9998	X	X
Vision	0.402171089	2.88206	-0.451398	0.99955	X	X
Vision	0.402370938	1.13109	-1.89902	1	X	X
Vision	0.418753260	3.12757	0.449884	0.9992	X	X
Vision	0.418766912	1.20092	-1.75086	0.99955	X	X
Vision	0.434682639	3.11351	0.452992	1	X	X
Vision	0.434791404	1.1041	-1.70242	1	X	X
Vision	0.451013344	2.87253	-0.433867	0.996805	X	X
Vision	0.451028071	-3.28623	1.88794	0.995012	X	X
Vision	0.467846513	3.12748	0.447634	0.998202	X	X
Vision	0.467873082	1.09948	-1.73175	1	X	X
Vision	0.484103564	2.87804	-0.428629	1	X	X
Vision	0.484118667	1.14942	-1.72856	1	X	X
Vision	0.500333467	3.11482	0.454239	0.9998	X	X
Vision	0.500348661	1.2954	-1.80434	1	X	X
Vision	0.516130145	1.2166	-1.78051	1	X	X
Vision	0.516298281	2.87055	-0.417035	1	X	X
Vision	0.532422746	-3.28971	1.88937	0.991586	X	X
Vision	0.532437644	2.86712	-0.4295	1	X	X
Vision	0.548936804	1.1004	-1.71362	1	X	X
Vision	0.548962368	2.87347	-0.433439	0.995958	X	X
Vision	0.565488955	1.13199	-1.74614	0.993968	X	X
Vision	0.570814954	2.22086	1.72689	1	X	X
Vision	0.581126432	2.87256	-0.418221	0.9998	X	X
Vision	0.581140322	-3.28486	1.89137	0.993968	X	X
Vision	0.597399990	-4.52052	-2.36783	1	X	X
Vision	0.597662416	2.22451	1.72634	0.997553	X	X
Vision	0.613448169	-3.28727	1.89309	0.992826	X	X
Vision	0.613621250	2.73513	0.157204	0.992826	X	X
Vision	0.630194732	-3.20854	-2.67721	0.9998	X	X
Vision	0.630209864	2.86039	-0.413132	0.995012	X	X
Vision	0.646483501	-4.5329	-2.26641	0.9998	X	X
Vision	0.646499020	2.85023	-0.415396	0.998751	X	X
Vision	0.662842460	1.13343	-1.85056	0.996805	X	X
Vision	0.662867151	2.85552	-0.411845	0.997553	X	X
Vision	0.678723619	-4.49635	-2.45873	1	X	X
Vision	0.678817966	3.12445	0.44757	1	X	X
Vision	0.695046136	1.14607	-1.73466	0.998202	X	X
Vision	0.695066846	2.21951	1.7281	1	X	X
Vision	0.711277364	1.13483	-1.8602	0.990248	X	X
Vision	0.711291932	2.88515	-0.451692	0.998751	X	X
Vision	0.727322191	1.22411	-1.69186	0.996805	X	X
Vision	0.727613324	2.88176	-0.453365	0.9998	X	X
Vision	0.743654713	1.28155	-1.75217	1	X	X
Vision	0.743774322	2.87754	-0.437914	0.9992	X	X
Vision	0.759809828	1.13782	-1.78977	0.99955	X	X
Vision	0.760040990	3.13257	0.446818	1	X	X
Vision	0.776388244	2.87471	-0.418052	0.99995	X	X
Vision	0.776413000	1.12712	-1.77842	0.993968	X	X
Vision	0.792461595	2.86613	-0.455265	0.995012	X	X
Vision	0.792604060	1.10756	-1.73766	1	X	X
Vision	0.808587820	1.0929	-1.73397	1	X	X
Vision	0.808703637	3.1331	0.446849	0.998202	X	X
Vision	0.825072153	2.89436	-0.451271	0.996805	X	X
Vision	0.825086984	-4.49987	-2.23878	0.995012	X	X
Vision	0.841180698	2.8739	-0.425025	0.99955	X	X
Vision	0.841203119	-4.54038	-2.33234	1	X	X
